chr,Line,pos_leftflank,pos_start,pos_end,pos_rightflank,marker_left_flank,marker_start,marker_end,marker_right_flank,chrom.size,intro_start,intro_end,intro.size,intro.prop.chr
3,CML333/B73 NIL-1031,131575840,131596725,131680641,131680645,S3_131575840,S3_131596725,S3_131680641,S3_131680645,235667934,131586282.5,131680643,94360.5,0.000400396008054282
3,Mo18W/B73 NIL-1012,161419309,161422258,185000011,185000045,S3_161419309,S3_161422258,S3_185000011,S3_185000045,235667934,161420783.5,185000028,23579244.5,0.100052833237805
3,CML69/B73 NIL-1091,2705537,2709859,5059797,5059833,S3_2705537,S3_2709859,S3_5059797,S3_5059833,235667934,2707698,5059815,2352117,0.00998064081132056
3,CML103/B73 NIL-1324A,224369748,224369921,229148121,229248092,S3_224369748,S3_224369921,S3_229148121,S3_229248092,235667934,224369834.5,229198106.5,4828272,0.0204876069393471
3,CML247/B73 NIL-1020,6251941,6252024,14533465,14533474,S3_6251941,S3_6252024,S3_14533465,S3_14533474,235667934,6251982.5,14533469.5,8281487,0.0351404913661271
3,Mo18W/B73 NIL-1156,180803784,180803794,183388190,183388220,S3_180803784,S3_180803794,S3_183388190,S3_183388220,235667934,180803789,183388205,2584416,0.0109663455529762
3,CML333/B73 NIL-1032,2202398,2277261,3084640,3084645,S3_2202398,S3_2277261,S3_3084640,S3_3084645,235667934,2239829.5,3084642.5,844813,0.00358476007177116
3,CML228/B73 NIL-1004,218238939,218247546,228293996,228294114,S3_218238939,S3_218247546,S3_228293996,S3_228294114,235667934,218243242.5,228294055,10050812.5,0.0426481971026232
3,Mo18W/B73 NIL-1159,180803784,180803794,183054996,183055019,S3_180803784,S3_180803794,S3_183054996,S3_183055019,235667934,180803789,183055007.5,2251218.5,0.00955250237819796
3,Mo18W/B73 NIL-1159,190208411,190351922,190355067,190358493,S3_190208411,S3_190351922,S3_190355067,S3_190358493,235667934,190280166.5,190356780,76613.5,0.000325090896753056
3,CML333/B73 NIL-1036,114001826,114001827,114003958,114004853,S3_114001826,S3_114001827,S3_114003958,S3_114004853,235667934,114001826.5,114004405.5,2579,1.09433640641157e-05
3,CML333/B73 NIL-1036,223383872,223384608,235667934,235667934,S3_223383872,S3_223384608,END,END,235667934,223384240,235667934,12283694,0.0521228908469151
3,Mo18W/B73 NIL-1127,190208411,190351922,190355067,190358493,S3_190208411,S3_190351922,S3_190355067,S3_190358493,235667934,190280166.5,190356780,76613.5,0.000325090896753056
3,CML333/B73 NIL-1199,9568042,9568074,11810451,11810482,S3_9568042,S3_9568074,S3_11810451,S3_11810482,235667934,9568058,11810466.5,2242408.5,0.00951511926947177
3,CML52/B73 NIL-1319,52131220,52648845,52899784,52899792,S3_52131220,S3_52648845,S3_52899784,S3_52899792,235667934,52390032.5,52899788,509755.5,0.00216302443589971
3,Ki11/B73 NIL-1228,22424987,22471710,22471745,22471747,S3_22424987,S3_22471710,S3_22471745,S3_22471747,235667934,22448348.5,22471746,23397.5,9.92816443156836e-05
3,CML277/B73 NIL-1029,218270634,218270640,225289938,225289939,S3_218270634,S3_218270640,S3_225289938,S3_225289939,235667934,218270637,225289938.5,7019301.5,0.0297847118225257
3,CML333/B73 NIL-1201,219079038,219087765,225307964,225324344,S3_219079038,S3_219087765,S3_225307964,S3_225324344,235667934,219083401.5,225316154,6232752.5,0.0264471809728684
3,CML69/B73 NIL-1116,122399613,122405155,122745429,122795638,S3_122399613,S3_122405155,S3_122745429,S3_122795638,235667934,122402384,122770533.5,368149.5,0.00156215355119123
3,M162W/B73 NIL-1160,161009905,161012447,182357290,182357309,S3_161009905,S3_161012447,S3_182357290,S3_182357309,235667934,161011176,182357299.5,21346123.5,0.0905771232330657
3,CML277/B73 NIL-1032,178551530,178859166,181957606,181957653,S3_178551530,S3_178859166,S3_181957606,S3_181957653,235667934,178705348,181957629.5,3252281.5,0.0138002716143809
3,CML333/B73 NIL-1209,196606405,196703258,196703635,196703639,S3_196606405,S3_196703258,S3_196703635,S3_196703639,235667934,196654831.5,196703637,48805.5,0.000207094360151687
3,CML52/B73 NIL-1083,52131220,52648845,52899784,52899792,S3_52131220,S3_52648845,S3_52899784,S3_52899792,235667934,52390032.5,52899788,509755.5,0.00216302443589971
3,NC358/B73 NIL-1114,27841242,27841243,126582767,126582782,S3_27841242,S3_27841243,S3_126582767,S3_126582782,235667934,27841242.5,126582774.5,98741532,0.418985859994003
3,Oh43/B73 NIL-1246,174537332,174537353,181001313,181003303,S3_174537332,S3_174537353,S3_181001313,S3_181003303,235667934,174537342.5,181002308,6464965.5,0.02743252079428
3,NC350/B73 NIL-1056,226226889,226226916,226328183,226328197,S3_226226889,S3_226226916,S3_226328183,S3_226328197,235667934,226226902.5,226328190,101287.5,0.000429789060738318
3,NC358/B73 NIL-1165,196061017,196590371,199015963,199021332,S3_196061017,S3_196590371,S3_199015963,S3_199021332,235667934,196325694,199018647.5,2692953.5,0.0114268982389433
3,Tzi8/B73 NIL-1034,206033466,206033486,217079624,217080690,S3_206033466,S3_206033486,S3_217079624,S3_217080690,235667934,206033476,217080157,11046681,0.0468739247317372
3,Oh43/B73 NIL-1145,3091971,3096094,3940788,3940792,S3_3091971,S3_3096094,S3_3940788,S3_3940792,235667934,3094032.5,3940790,846757.5,0.00359301108822043
3,CML277/B73 NIL-1283,0,0,1446652,1446659,S3_236990,S3_236990,S3_1446652,S3_1446659,235667934,0,1446655.5,1446655.5,0.00613853346717929
3,NC358/B73 NIL-1080,9578208,9619266,142031389,142031399,S3_9578208,S3_9619266,S3_142031389,S3_142031399,235667934,9598737,142031394,132432657,0.561946017653806
3,CML103/B73 NIL-1342B,0,0,2791331,2791482,S3_236990,S3_236990,S3_2791331,S3_2791482,235667934,0,2791406.5,2791406.5,0.0118446597830318
3,NC350/B73 NIL-1068,0,0,1407104,1407110,S3_236990,S3_236990,S3_1407104,S3_1407110,235667934,0,1407107,1407107,0.00597071895237135
3,Ki3/B73 NIL-1030,220047008,220051443,220579542,220580913,S3_220047008,S3_220051443,S3_220579542,S3_220580913,235667934,220049225.5,220580227.5,531002,0.00225317883085443
3,Tzi8/B73 NIL-1039,168345323,168345349,180956973,180956979,S3_168345323,S3_168345349,S3_180956973,S3_180956979,235667934,168345336,180956976,12611640,0.0535144505488812
3,NC350/B73 NIL-1073A,0,0,6561556,6673682,S3_236990,S3_236990,S3_6561556,S3_6673682,235667934,0,6617619,6617619,0.028080269078949
3,CML247/B73 NIL-1082,227917971,227989176,235667934,235667934,S3_227917971,S3_227989176,END,END,235667934,227953573.5,235667934,7714360.5,0.0327340269380899
3,Mo18W/B73 NIL-1149C,0,0,1876602,1876616,S3_236990,S3_236990,S3_1876602,S3_1876616,235667934,0,1876609,1876609,0.00796293737611329
3,Ki3/B73 NIL-1043A,19340936,19355509,147775057,148434753,S3_19340936,S3_19355509,S3_147775057,S3_148434753,235667934,19348222.5,148104905,128756682.5,0.546347907051283
3,Tx303/B73 NIL-1123,19338033,19340879,25411220,25414041,S3_19338033,S3_19340879,S3_25411220,S3_25414041,235667934,19339456,25412630.5,6073174.5,0.0257700502436619
3,Tzi8/B73 NIL-1213,52131220,52648845,52899784,52899792,S3_52131220,S3_52648845,S3_52899784,S3_52899792,235667934,52390032.5,52899788,509755.5,0.00216302443589971
3,NC350/B73 NIL-1207,169643660,169643695,169644743,169644767,S3_169643660,S3_169643695,S3_169644743,S3_169644767,235667934,169643677.5,169644755,1077.5,4.57211119778391e-06
3,CML69/B73 NIL-1167,201752843,201788665,202086042,202086045,S3_201752843,S3_201788665,S3_202086042,S3_202086045,235667934,201770754,202086043.5,315289.5,0.00133785489883405
3,CML103/B73 NIL-1345B,0,0,2758749,2758759,S3_236990,S3_236990,S3_2758749,S3_2758759,235667934,0,2758754,2758754,0.0117061067798897
3,CML247/B73 NIL-1190,211972675,211985997,217884752,218044324,S3_211972675,S3_211985997,S3_217884752,S3_218044324,235667934,211979336,217964538,5985202,0.0253967601718781
3,Mo17/B73 NIL-1266,146386764,146386784,146588684,146588697,S3_146386764,S3_146386784,S3_146588684,S3_146588697,235667934,146386774,146588690.5,201916.5,0.00085678393565414
3,Oh43/B73 NIL-1306,18860109,18871972,54002871,54002909,S3_18860109,S3_18871972,S3_54002871,S3_54002909,235667934,18866040.5,54002890,35136849.5,0.149094740653177
3,NC358/B73 NIL-1211,196606405,196703258,196704605,196841649,S3_196606405,S3_196703258,S3_196704605,S3_196841649,235667934,196654831.5,196773127,118295.5,0.000501958403895542
3,Tzi8/B73 NIL-1215,16701114,16799545,186532755,186533856,S3_16701114,S3_16799545,S3_186532755,S3_186533856,235667934,16750329.5,186533305.5,169782976,0.720433081914318
3,Mo17/B73 NIL-1163,31148377,31402801,31402882,31628225,S3_31148377,S3_31402801,S3_31402882,S3_31628225,235667934,31275589,31515553.5,239964.5,0.0010182314408544
3,CML333/B73 NIL-1107,204489723,204489732,216113161,216113176,S3_204489723,S3_204489732,S3_216113161,S3_216113176,235667934,204489727.5,216113168.5,11623441,0.0493212665920006
3,CML247/B73 NIL-1107,204509411,204509420,207944030,207990046,S3_204509411,S3_204509420,S3_207944030,S3_207990046,235667934,204509415.5,207967038,3457622.5,0.0146715865892897
3,CML103/B73 NIL-1202,190208411,190351922,190358493,190358499,S3_190208411,S3_190351922,S3_190358493,S3_190358499,235667934,190280166.5,190358496,78329.5,0.000332372328600292
3,CML247/B73 NIL-1110,206033486,206106465,207878013,207879308,S3_206033486,S3_206106465,S3_207878013,S3_207879308,235667934,206069975.5,207878660.5,1808685,0.00767471827541884
3,Oh43/B73 NIL-1142,52131220,52648845,52899784,52899792,S3_52131220,S3_52648845,S3_52899784,S3_52899792,235667934,52390032.5,52899788,509755.5,0.00216302443589971
3,Tzi8/B73 NIL-1060B,114245758,114558671,114711340,114714934,S3_114245758,S3_114558671,S3_114711340,S3_114714934,235667934,114402214.5,114713137,310922.5,0.00131932458829974
3,Tzi8/B73 NIL-1060B,187916525,188235466,190355067,190358493,S3_187916525,S3_188235466,S3_190355067,S3_190358493,235667934,188075995.5,190356780,2280784.5,0.00967795856350996
3,CML103/B73 NIL-1206,201752843,201788665,202078229,202086042,S3_201752843,S3_201788665,S3_202078229,S3_202086042,235667934,201770754,202082135.5,311381.5,0.00132127224402111
3,CML333/B73 NIL-1109B,9746670,9767602,9875896,9975622,S3_9746670,S3_9767602,S3_9875896,S3_9975622,235667934,9757136,9925759,168623,0.000715511003715932
3,Oh43/B73 NIL-1143,3096096,3096129,4157974,4269741,S3_3096096,S3_3096129,S3_4157974,S3_4269741,235667934,3096112.5,4213857.5,1117745,0.00474288114224314
3,Tzi8/B73 NIL-1064,0,0,1992954,1992955,S3_236990,S3_236990,S3_1992954,S3_1992955,235667934,0,1992954.5,1992954.5,0.00845662142563697
3,Mo18W/B73 NIL-1058B,161006686,161007154,163204298,163204321,S3_161006686,S3_161007154,S3_163204298,S3_163204321,235667934,161006920,163204309.5,2197389.5,0.00932409200820677
3,CML228/B73 NIL-1067,2712050,2712164,3823437,3904926,S3_2712050,S3_2712164,S3_3823437,S3_3904926,235667934,2712107,3864181.5,1152074.5,0.00488855009014506
3,Ki3/B73 NIL-1185,204993645,205143437,205743132,205754334,S3_204993645,S3_205143437,S3_205743132,S3_205754334,235667934,205068541,205748733,680192,0.00288623058918147
3,CML69/B73 NIL-1038,1949052,1949081,144672763,144964369,S3_1949052,S3_1949081,S3_144672763,S3_144964369,235667934,1949066.5,144818566,142869499.5,0.606232239893952
3,Oh43/B73 NIL-1246,12405643,12405655,31073860,31073874,S3_12405643,S3_12405655,S3_31073860,S3_31073874,235667934,12405649,31073867,18668218,0.0792140775503213
3,CML333/B73 NIL-1217A,4498482,4498641,5284482,5284483,S3_4498482,S3_4498641,S3_5284482,S3_5284483,235667934,4498561.5,5284482.5,785921,0.00333486608322369
3,CML103/B73 NIL-1209,201752843,201788665,202078229,202086042,S3_201752843,S3_201788665,S3_202078229,S3_202086042,235667934,201770754,202082135.5,311381.5,0.00132127224402111
3,CML277/B73 NIL-1140,205143437,205143919,213755416,213851304,S3_205143437,S3_205143919,S3_213755416,S3_213851304,235667934,205143678,213803360,8659682,0.0367452705721093
3,NC350/B73 NIL-1265,233158151,233295648,235667934,235667934,S3_233158151,S3_233295648,END,END,235667934,233226899.5,235667934,2441034.5,0.0103579407625307
3,CML333/B73 NIL-1081,4498461,4498479,5121739,5121764,S3_4498461,S3_4498479,S3_5121739,S3_5121764,235667934,4498470,5121751.5,623281.5,0.00264474461765341
3,CML228/B73 NIL-1085,10271033,10271050,47292992,47292999,S3_10271033,S3_10271050,S3_47292992,S3_47292999,235667934,10271041.5,47292995.5,37021954,0.15709372663317
3,Tzi8/B73 NIL-1036,218526383,218659761,222408689,222408709,S3_218526383,S3_218659761,S3_222408689,S3_222408709,235667934,218593072,222408699,3815627,0.016190692281454
3,NC350/B73 NIL-1272,30519880,30519885,30545865,31048438,S3_30519880,S3_30519885,S3_30545865,S3_31048438,235667934,30519882.5,30797151.5,277269,0.00117652408324673
3,CML247/B73 NIL-1181,52131220,52648845,52899784,52899792,S3_52131220,S3_52648845,S3_52899784,S3_52899792,235667934,52390032.5,52899788,509755.5,0.00216302443589971
3,CML333/B73 NIL-1170,221803753,221805991,225291264,225305540,S3_221803753,S3_221805991,S3_225291264,S3_225305540,235667934,221804872,225298402,3493530,0.0148239513993448
3,Oh43/B73 NIL-1157,190208411,190351922,190355067,190358493,S3_190208411,S3_190351922,S3_190355067,S3_190358493,235667934,190280166.5,190356780,76613.5,0.000325090896753056
3,CML228/B73 NIL-1100,228990629,228990637,235667934,235667934,S3_228990629,S3_228990637,END,END,235667934,228990633,235667934,6677301,0.0283335152418318
3,CML333/B73 NIL-1312,8673281,8726416,123531374,123531377,S3_8673281,S3_8726416,S3_123531374,S3_123531377,235667934,8699848.5,123531375.5,114831527,0.487259870492182
3,CML333/B73 NIL-1312,159143990,159144306,175921785,175922300,S3_159143990,S3_159144306,S3_175921785,S3_175922300,235667934,159144148,175922042.5,16777894.5,0.0711929460034219
3,CML228/B73 NIL-1101,228990629,228990637,235667934,235667934,S3_228990629,S3_228990637,END,END,235667934,228990633,235667934,6677301,0.0283335152418318
3,CML69/B73 NIL-1221,168087366,168089534,169052811,169052812,S3_168087366,S3_168089534,S3_169052811,S3_169052812,235667934,168088450,169052811.5,964361.5,0.00409203527875795
3,Tx303/B73 NIL-1015,124140773,124370183,135291982,135292007,S3_124140773,S3_124370183,S3_135291982,S3_135292007,235667934,124255478,135291994.5,11036516.5,0.0468307941291665
3,CML103/B73 NIL-1220,135360875,135360906,157756799,157756810,S3_135360875,S3_135360906,S3_157756799,S3_157756810,235667934,135360890.5,157756804.5,22395914,0.0950316558552255
3,Tx303/B73 NIL-1231,234342327,234411660,235667934,235667934,S3_234342327,S3_234411660,END,END,235667934,234376993.5,235667934,1290940.5,0.00547779444614642
3,M162W/B73 NIL-1056,0,0,839400,839421,S3_236990,S3_236990,S3_839400,S3_839421,235667934,0,839410.5,839410.5,0.00356183586690245
3,Ki11/B73 NIL-1129B,219363976,219425217,227754241,227870890,S3_219363976,S3_219425217,S3_227754241,S3_227870890,235667934,219394596.5,227812565.5,8417969,0.0357196197935015
3,Ki3/B73 NIL-1203,202111310,202333616,202339453,202339464,S3_202111310,S3_202333616,S3_202339453,S3_202339464,235667934,202222463,202339458.5,116995.5,0.000496442167647636
3,CML52/B73 NIL-1165,229665313,229665314,235667934,235667934,S3_229665313,S3_229665314,END,END,235667934,229665313.5,235667934,6002620.5,0.0254706713727121
3,CML228/B73 NIL-1189,5170451,5284482,6131520,6133794,S3_5170451,S3_5284482,S3_6131520,S3_6133794,235667934,5227466.5,6132657,905190.5,0.00384095742104651
3,Oh43/B73 NIL-1031,15920180,16002039,208598122,208598141,S3_15920180,S3_16002039,S3_208598122,S3_208598141,235667934,15961109.5,208598131.5,192637022,0.817408710342409
3,CML333/B73 NIL-1193,200465732,200465846,201752843,201788665,S3_200465732,S3_200465846,S3_201752843,S3_201788665,235667934,200465789,201770754,1304965,0.00553730402711469
3,Tx303/B73 NIL-1248,112431911,112431935,149532473,149532474,S3_112431911,S3_112431935,S3_149532473,S3_149532474,235667934,112431923,149532473.5,37100550.5,0.157427231911831
3,CML277/B73 NIL-1017,19165993,19166032,172734667,172734773,S3_19165993,S3_19166032,S3_172734667,S3_172734773,235667934,19166012.5,172734720,153568707.5,0.651631746812021
3,NC358/B73 NIL-1052,205274693,205275466,208733344,208733353,S3_205274693,S3_205275466,S3_208733344,S3_208733353,235667934,205275079.5,208733348.5,3458269,0.0146743298560083
3,Ki11/B73 NIL-1147,170031377,170031395,205743132,205754334,S3_170031377,S3_170031395,S3_205743132,S3_205754334,235667934,170031386,205748733,35717347,0.151557941692653
3,Ki11/B73 NIL-1006,187212362,187245460,207990046,207990204,S3_187212362,S3_187245460,S3_207990046,S3_207990204,235667934,187228911,207990125,20761214,0.0880952009364159
3,Mo17/B73 NIL-1301,169052812,169052902,169057775,169057787,S3_169052812,S3_169052902,S3_169057775,S3_169057787,235667934,169052857,169057781,4924,2.08938056036083e-05
3,NC350/B73 NIL-1101,207760821,207760877,210368472,210372419,S3_207760821,S3_207760877,S3_210368472,S3_210372419,235667934,207760849,210370445.5,2609596.5,0.0110731929274689
3,NC358/B73 NIL-1058,2712670,2712844,8650123,8650309,S3_2712670,S3_2712844,S3_8650123,S3_8650309,235667934,2712757,8650216,5937459,0.0251941742740444
3,CML247/B73 NIL-1241,231668865,231672166,235667934,235667934,S3_231668865,S3_231672166,END,END,235667934,231670515.5,235667934,3997418.5,0.0169620806367319
3,Tx303/B73 NIL-1218,14343221,14421022,163356146,163356178,S3_14343221,S3_14421022,S3_163356146,S3_163356178,235667934,14382121.5,163356162,148974040.5,0.632135386310129
3,NC350/B73 NIL-1272,200102512,200347810,208298931,208302124,S3_200102512,S3_200347810,S3_208298931,S3_208302124,235667934,200225161,208300527.5,8075366.5,0.0342658687710989
3,CML69/B73 NIL-1117,122399613,122405155,122745429,122795638,S3_122399613,S3_122405155,S3_122745429,S3_122795638,235667934,122402384,122770533.5,368149.5,0.00156215355119123
3,CML52/B73 NIL-1043,119425414,119425431,119806524,119806537,S3_119425414,S3_119425431,S3_119806524,S3_119806537,235667934,119425422.5,119806530.5,381108,0.00161713981843622
3,Mo17/B73 NIL-1217,202735015,202738734,208948193,209020559,S3_202735015,S3_202738734,S3_208948193,S3_209020559,235667934,202736874.5,208984376,6247501.5,0.0265097647947302
3,NC358/B73 NIL-1165,6252024,6291011,175269605,175269634,S3_6252024,S3_6291011,S3_175269605,S3_175269634,235667934,6271517.5,175269619.5,168998102,0.717102658522903
3,Tzi8/B73 NIL-1034,180838057,180955928,183391593,183401168,S3_180838057,S3_180955928,S3_183391593,S3_183401168,235667934,180896992.5,183396380.5,2499388,0.010605549756294
3,Oh43/B73 NIL-1246,187337164,187343029,207413218,207413378,S3_187337164,S3_187343029,S3_207413218,S3_207413378,235667934,187340096.5,207413298,20073201.5,0.0851757859429446
3,CML277/B73 NIL-1140,187193162,187193182,190570418,190570502,S3_187193162,S3_187193182,S3_190570418,S3_190570502,235667934,187193172,190570460,3377288,0.0143307065270916
3,CML69/B73 NIL-1081,227444464,227507804,229248092,229254141,S3_227444464,S3_227507804,S3_229248092,S3_229254141,235667934,227476134,229251116.5,1774982.5,0.00753170985069186
3,CML69/B73 NIL-1002,68294799,69847979,174784931,174784955,S3_68294799,S3_69847979,S3_174784931,S3_174784955,235667934,69071389,174784943,105713554,0.448569952669081
3,Mo18W/B73 NIL-1145,7086697,7097598,13020058,13020060,S3_7086697,S3_7097598,S3_13020058,S3_13020060,235667934,7092147.5,13020059,5927911.5,0.0251536617620622
3,CML103/B73 NIL-1342B,129608383,129683544,129683584,129687719,S3_129608383,S3_129683544,S3_129683584,S3_129687719,235667934,129645963.5,129685651.5,39688,0.000168406449389928
3,Tzi8/B73 NIL-1176,229665313,229665314,231621960,231668716,S3_229665313,S3_229665314,S3_231621960,S3_231668716,235667934,229665313.5,231645338,1980024.5,0.00840175609126357
3,Ki11/B73 NIL-1153,204509411,204509420,205743132,205754334,S3_204509411,S3_204509420,S3_205743132,S3_205754334,235667934,204509415.5,205748733,1239317.5,0.00525874470474205
3,Tx303/B73 NIL-1122,67488998,68294755,181891495,181891502,S3_67488998,S3_68294755,S3_181891495,S3_181891502,235667934,67891876.5,181891498.5,113999622,0.483729882403094
3,CML103/B73 NIL-1281,186449504,186513592,190355067,190358493,S3_186449504,S3_186513592,S3_190355067,S3_190358493,235667934,186481548,190356780,3875232,0.0164436117134205
3,CML69/B73 NIL-1162,201752799,201752810,201752843,201788665,S3_201752799,S3_201752810,S3_201752843,S3_201788665,235667934,201752804.5,201770754,17949.5,7.61643711783038e-05
3,Ki11/B73 NIL-1112,208559854,208573065,214450771,214571895,S3_208559854,S3_208573065,S3_214450771,S3_214571895,235667934,208566459.5,214511333,5944873.5,0.0252256359153214
3,M162W/B73 NIL-1050,227737498,227737511,235667934,235667934,S3_227737498,S3_227737511,END,END,235667934,227737504.5,235667934,7930429.5,0.0336508635918198
3,Oh43/B73 NIL-1230,2367865,2460338,9815126,9819468,S3_2367865,S3_2460338,S3_9815126,S3_9819468,235667934,2414101.5,9817297,7403195.5,0.031413673359567
3,Oh43/B73 NIL-1023B,227054123,227067653,235667934,235667934,S3_227054123,S3_227067653,END,END,235667934,227060888,235667934,8607046,0.0365219224096902
3,Tzi8/B73 NIL-1213,144985622,144986696,186537149,186796317,S3_144985622,S3_144986696,S3_186537149,S3_186796317,235667934,144986159,186666733,41680574,0.176861456255648
3,Mo17/B73 NIL-1265,169052812,169052902,177661144,177661206,S3_169052812,S3_169052902,S3_177661144,S3_177661206,235667934,169052857,177661175,8608318,0.0365273198346959
3,Tx303/B73 NIL-1015,137591409,137591680,174792139,174792144,S3_137591409,S3_137591680,S3_174792139,S3_174792144,235667934,137591544.5,174792141.5,37200597,0.157851755088582
3,Mo18W/B73 NIL-1089B,194102901,194202598,209950499,210020634,S3_194102901,S3_194202598,S3_209950499,S3_210020634,235667934,194152749.5,209985566.5,15832817,0.0671827377245137
3,Tx303/B73 NIL-1201,9734292,9734314,163356146,163356178,S3_9734292,S3_9734314,S3_163356146,S3_163356178,235667934,9734303,163356162,153621859,0.651857282374275
3,CML103/B73 NIL-1342B,155684858,155684866,157565212,157565221,S3_155684858,S3_155684866,S3_157565212,S3_157565221,235667934,155684862,157565216.5,1880354.5,0.00797883050139524
3,Tzi8/B73 NIL-1133C,19195007,19336293,20813555,20813575,S3_19195007,S3_19336293,S3_20813555,S3_20813575,235667934,19265650,20813565,1547915,0.00656820371667535
3,CML333/B73 NIL-1263,0,0,896208,901009,S3_236990,S3_236990,S3_896208,S3_901009,235667934,0,898608.5,898608.5,0.0038130282925975
3,CML52/B73 NIL-1134,9980265,9987567,148434753,148445266,S3_9980265,S3_9987567,S3_148434753,S3_148445266,235667934,9983916,148440009.5,138456093.5,0.587505016698623
3,CML69/B73 NIL-1178,228712432,228712447,235667934,235667934,S3_228712432,S3_228712447,END,END,235667934,228712439.5,235667934,6955494.5,0.0295139622177025
3,CML69/B73 NIL-1026,122399613,122405155,122745429,122795638,S3_122399613,S3_122405155,S3_122745429,S3_122795638,235667934,122402384,122770533.5,368149.5,0.00156215355119123
3,Oh43/B73 NIL-1307,18829334,18860098,54003071,54022612,S3_18829334,S3_18860098,S3_54003071,S3_54022612,235667934,18844716,54012841.5,35168125.5,0.149227452810784
3,CML333/B73 NIL-1199,219043094,219076230,225305544,225305661,S3_219043094,S3_219076230,S3_225305544,S3_225305661,235667934,219059662,225305602.5,6245940.5,0.0265031410679741
3,CML333/B73 NIL-1201,9568042,9568074,11810451,11810482,S3_9568042,S3_9568074,S3_11810451,S3_11810482,235667934,9568058,11810466.5,2242408.5,0.00951511926947177
3,CML69/B73 NIL-1116,0,0,877491,883303,S3_236990,S3_236990,S3_877491,S3_883303,235667934,0,880397,880397,0.00373575218765231
3,CML247/B73 NIL-1005A,208596821,208596842,231668847,231668865,S3_208596821,S3_208596842,S3_231668847,S3_231668865,235667934,208596831.5,231668856,23072024.5,0.0979005675842179
3,Ki3/B73 NIL-1144,153388819,153469975,170943196,171048975,S3_153388819,S3_153469975,S3_170943196,S3_171048975,235667934,153429397,170996085.5,17566688.5,0.0745400029687535
3,Tx303/B73 NIL-1209C,9578208,9619266,178427519,178427535,S3_9578208,S3_9619266,S3_178427519,S3_178427535,235667934,9598737,178427527,168828790,0.716384223913975
3,NC350/B73 NIL-1246,2202398,2277261,2758749,2758759,S3_2202398,S3_2277261,S3_2758749,S3_2758759,235667934,2239829.5,2758754,518924.5,0.00220193087448206
3,M162W/B73 NIL-1247,4751835,4834750,16527020,16527026,S3_4751835,S3_4834750,S3_16527020,S3_16527026,235667934,4793292.5,16527023,11733730.5,0.0497892534671263
3,CML333/B73 NIL-1209,1765014,1765219,20687549,20687554,S3_1765014,S3_1765219,S3_20687549,S3_20687554,235667934,1765116.5,20687551.5,18922435,0.0802927860351167
3,CML52/B73 NIL-1168,196606405,196703258,196704605,196841649,S3_196606405,S3_196703258,S3_196704605,S3_196841649,235667934,196654831.5,196773127,118295.5,0.000501958403895542
3,CML333/B73 NIL-1281,221271442,221277739,224592675,224592685,S3_221271442,S3_221277739,S3_224592675,S3_224592685,235667934,221274590.5,224592680,3318089.5,0.0140795119797673
3,CML52/B73 NIL-1168,229665198,229665294,235667934,235667934,S3_229665198,S3_229665294,END,END,235667934,229665246,235667934,6002688,0.0254709577926711
3,NC350/B73 NIL-1042,0,0,1009710,1009912,S3_236990,S3_236990,S3_1009710,S3_1009912,235667934,0,1009811,1009811,0.00428488926287273
3,Mo18W/B73 NIL-1065,6383529,6561554,35942695,35942825,S3_6383529,S3_6561554,S3_35942695,S3_35942825,235667934,6472541.5,35942760,29470218.5,0.1250497596334
3,Tx303/B73 NIL-1005,146386764,146386784,146547177,146588684,S3_146386764,S3_146386784,S3_146547177,S3_146588684,235667934,146386774,146567930.5,181156.5,0.000768693886033727
3,NC350/B73 NIL-1265,0,0,5707369,5707381,S3_236990,S3_236990,S3_5707369,S3_5707381,235667934,0,5707375,5707375,0.0242178683503034
3,Mo17/B73 NIL-1231,146386764,146386784,146547177,146588684,S3_146386764,S3_146386784,S3_146547177,S3_146588684,235667934,146386774,146567930.5,181156.5,0.000768693886033727
3,Tx303/B73 NIL-1209C,4269741,4448340,6379227,6379263,S3_4269741,S3_4448340,S3_6379227,S3_6379263,235667934,4359040.5,6379245,2020204.5,0.00857225022391039
3,Oh43/B73 NIL-1236A,201752843,201788665,202078229,202086042,S3_201752843,S3_201788665,S3_202078229,S3_202086042,235667934,201770754,202082135.5,311381.5,0.00132127224402111
3,CML69/B73 NIL-1185,8777851,8777999,11577122,11696443,S3_8777851,S3_8777999,S3_11577122,S3_11696443,235667934,8777925,11636782.5,2858857.5,0.0121308718223838
3,Tzi8/B73 NIL-1060B,228718313,228880440,233153153,233158151,S3_228718313,S3_228880440,S3_233153153,S3_233158151,235667934,228799376.5,233155652,4356275.5,0.0184848037068972
3,Tx303/B73 NIL-1011A,146386764,146386784,146547177,146588684,S3_146386764,S3_146386784,S3_146547177,S3_146588684,235667934,146386774,146567930.5,181156.5,0.000768693886033727
3,CML103/B73 NIL-1343,1304135,1304161,1407104,1407110,S3_1304135,S3_1304161,S3_1407104,S3_1407110,235667934,1304148,1407107,102959,0.00043688166757553
3,Tzi8/B73 NIL-1101,4517576,4590582,6379227,6379263,S3_4517576,S3_4590582,S3_6379227,S3_6379263,235667934,4554079,6379245,1825166,0.00774465142126633
3,Tx303/B73 NIL-1011A,228700989,228712432,235667934,235667934,S3_228700989,S3_228712432,END,END,235667934,228706710.5,235667934,6961223.5,0.0295382718465211
